,book_title,book_recommendation_urls
558,Idle Thoughts Of An Idle Fellow,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
559,Mystery (LibriVox NaNoWriMo novel 2006),"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/andersens-fairy-tales-by-hc-andersen/']"
560,Candide (version 2),"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/']"
561,Handy Cyclopedia of Things Worth Knowing,"['https://librivox.org/silas-marner-by-george-eliot/', 'https://librivox.org/book-of-john/', 'https://librivox.org/us-historical-documents/', 'https://librivox.org/my-mark-twain-by-william-dean-howells/', 'https://librivox.org/what-men-live-by-and-other-tales-by-leo-tolstoy/']"
562,Democracy in America Vol. I,"['https://librivox.org/china-and-the-chinese-by-herbert-allen-giles/', 'https://librivox.org/how-to-speak-and-write-correctly-by-joseph-devlin', 'https://librivox.org/the-life-and-adventures-of-santa-claus-by-l-frank-baum', 'https://librivox.org/just-so-stories-by-rudyard-kipling/', 'https://librivox.org/robert-ohara-burke-by-andrew-jackson/']"
563,Memoirs of Sherlock Holmes,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
564,Some Experiences of an Irish R.M.,"['https://librivox.org/beautiful-girlhood-by-mabel-hale/', 'https://librivox.org/emma-by-jane-austen-2/', 'https://librivox.org/miss-cayleys-adventures-by-grant-allen/', 'https://librivox.org/sketches-of-the-fair-sex-by-anonymous/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-4/']"
565,Short Poetry Collection 020,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman-2/']"
566,Short Story Collection Vol. 009,"['https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/present-at-a-hanging-by-ambrose-bierce/', 'https://librivox.org/short-story-collection-006/']"
567,Legend Land Volume 1 & 2,"['https://librivox.org/the-log-of-a-cowboy-by-andy-adams/', 'https://librivox.org/east-of-the-sun-and-west-of-the-moon-by-peter-christen-asbjornsen-and-jorgen-engebretsen-moe/', 'https://librivox.org/down-south-or-yacht-adventure-in-florida-by-oliver-optic/', 'https://librivox.org/up-the-river-by-oliver-optic/', 'https://librivox.org/spinning-wheel-stories-by-louisa-may-alcott/']"
568,Bible (DRV) Apocrypha/Deuterocanon: Tobias,"['https://librivox.org/our-island-story-part-2-by-he-marshall/', 'https://librivox.org/ecclesiastes-asv-book-21-of-the-holy-scriptures/', 'https://librivox.org/book-of-judith-douay-rheims-version/', 'https://librivox.org/book-of-jude-kjv-2/', 'https://librivox.org/the-emerald-city-of-oz-by-l-frank-baum/']"
569,Otto of the Silver Hand,"['https://librivox.org/a-childs-garden-of-verses-by-robert-louis-stevenson/', 'https://librivox.org/otto-of-the-silver-hand-by-howard-pyle/', 'https://librivox.org/the-old-curiosity-shop-by-charles-dickens/', 'https://librivox.org/the-home-and-the-world-by-rabindranath-tagore/', 'https://librivox.org/a-little-servant/']"
570,Peter Pan,"['https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame/', 'https://librivox.org/railway-children-by-e-nesbit/', 'https://librivox.org/at-the-back-of-the-north-wind-by-george-macdonald/', 'https://librivox.org/rewards-and-fairies-by-rudyard-kipling/', 'https://librivox.org/peter-pan-by-j-m-barrie']"
571,Time Machine,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
572,Paradise Mystery,"['https://librivox.org/the-middle-temple-murder-by-js-fletcher/', 'https://librivox.org/fenimore-coopers-literary-offenses-by-mark-twain/', 'https://librivox.org/the-librivox-nanowrimo-novel-2006/', 'https://librivox.org/the-paradise-mystery-by-js-fletcher/', 'https://librivox.org/the-clue-of-the-twisted-candle-by-edgar-wallace/']"
573,English Fairy Tales,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/']"
574,Magi,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
575,Door Through Space,"['https://librivox.org/star-surgeon-by-alan-edward-nourse/', 'https://librivox.org/tom-swift-and-the-visitor-from-planet-x-by-victor-appleton-ii/', 'https://librivox.org/el-dorado-by-baroness-orczy/', 'https://librivox.org/royal-children-of-english-history-by-e-nesbit/', 'https://librivox.org/the-golden-snare-by-james-oliver-curwood/']"
576,West African Folk Tales,"['https://librivox.org/romeo-and-juliet-version-2-by-william-shakespeare/', 'https://librivox.org/the-enchanted-april-by-elizabeth-von-arnim/', 'https://librivox.org/west-african-folk-tales-by-william-h-barker/', 'https://librivox.org/the-iliad-for-boys-and-girls-by-alfred-j-church/', 'https://librivox.org/princess-and-the-goblin-the-by-george-macdonald/']"
577,Story of the Middle Ages,"['https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/dream-psychology-by-sigmund-freud/', 'https://librivox.org/emma-by-jane-austen-solo/', 'https://librivox.org/northanger-abbey-by-jane-austen/', 'https://librivox.org/the-diary-of-a-nobody-by-george-weedon-grossmith/', 'https://librivox.org/emma-by-jane-austen-3/']"
578,Lectures on Landscape,"['https://librivox.org/lectures-on-landscape-by-john-ruskin/', 'https://librivox.org/unto-this-last-four-essays-on-the-first-principles-of-political-economy-by-john-ruskin/', 'https://librivox.org/story-of-mormonism-the-by-james-e-talmage/', 'https://librivox.org/the-chemical-history-of-a-candle-by-michael-faraday/', 'https://librivox.org/the-two-paths-by-john-ruskin/']"
579,Master and Man,"['https://librivox.org/master-and-man-by-leo-tolstoy/', 'https://librivox.org/the-house-of-a-thousand-candles-by-meredith-nicholson/', 'https://librivox.org/the-house-of-the-seven-gables-by-nathaniel-hawthorne/', 'https://librivox.org/everybodys-lonesome-by-clara-e-laughlin/', 'https://librivox.org/botchan-by-soseki-natsume/']"
580,Triumphs of Eugene Valmont,"['https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-adventures-of-sherlock-holmes/']"
581,Five Sci-Fi Short Stories by H. Beam Piper,"['https://librivox.org/a-journey-to-the-interior-of-the-earth-by-jules-verne/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-little-lame-prince-by-miss-mulock/']"
582,Allan Quatermain,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/']"
583,"God's Troubadour, The Story of St. Francis of Assisi","['https://librivox.org/the-count-of-monte-cristo-by-alexandre-dumas/', 'https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/penguin-island-by-anatole-france/', 'https://librivox.org/ruth-erskines-crosses-by-pansy/']"
584,Civil Rights and Equal Protection Cases 1856-1948,"['https://librivox.org/the-flag-goes-by-by-henry-holcomb-bennett/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln-version-2/', 'https://librivox.org/the-romance-of-rubber-by-the-united-states-rubber-company/', 'https://librivox.org/us-historical-documents/']"
585,Portrait of a Lady Vol 1,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
586,Little Lord Fauntleroy,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
587,Sympathy,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/around-the-world-in-seventy-two-days-by-nellie-bly/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/']"
588,Timaeus,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
589,Edgar Allan Poe Poems,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/narrative-of-arthur-gordon-pym/']"
590,Hard Times,"['https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/death-be-not-proud-by-john-donne/']"
591,Iliad for Boys and Girls,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-junior-classics-vol-1-by-william-patten/']"
592,Wonderwings and other Fairy Stories,"['https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-little-lame-prince-by-miss-mulock/']"
593,"Raffles, Further Adventures of the Amateur Cracksman","['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/']"
594,Little Men,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
595,Whose Body?,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/emma-by-jane-austen-solo/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/emma-by-jane-austen-3/']"
596,Girl Who Sat by the Ashes,"['https://librivox.org/kwaidan-stories-and-studies-of-strange-things-by-lafcadio-hearn/', 'https://librivox.org/the-girl-who-sat-by-the-ashes-by-padraic-colum/', 'https://librivox.org/is-mars-habitable-by-alfred-russel-wallace/', 'https://librivox.org/stoicism-by-george-stock/', 'https://librivox.org/you-know-me-al-by-ring-lardner/']"
597,Jabberwocky,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
598,Lair of the White Worm,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
599,First Battle of Bull Run,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
600,Faust I,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
601,Love Among the Chickens,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-2/']"
602,Washington Square,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
603,Peterkin Papers,"['https://librivox.org/common-sense-by-thomas-paine/', 'https://librivox.org/pamela-by-samuel-richardson/', 'https://librivox.org/adam-bede-by-george-eliot/', 'https://librivox.org/meditations-on-first-philosophy-by-rene-descartes/', 'https://librivox.org/the-peterkin-papers-version-2-by-lucretia-p-hale/']"
604,Gawayne and the Green Knight,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/the-canterbury-tales-by-geoffrey-chaucer/', 'https://librivox.org/an-ideal-husband-by-oscar-wilde/', 'https://librivox.org/the-woman-in-white-by-wilkie-collins/', 'https://librivox.org/st-george-for-england-by-g-a-henty/']"
605,On the Duty of Civil Disobedience,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
606,Sylvie and Bruno,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
607,Star Surgeon,"['https://librivox.org/star-surgeon-by-alan-edward-nourse/', 'https://librivox.org/selected-letters-of-beethoven-by-ludwig-van-beethoven/', 'https://librivox.org/legends-of-the-jews-volume-1-by-louis-ginzberg/', 'https://librivox.org/buddhism-and-buddhists-in-china-by-lewis-hodus/', 'https://librivox.org/legends-of-the-jews-volume-2-by-louis-ginzberg/']"
608,Stories from Pentamerone,"['https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/', 'https://librivox.org/andersens-fairy-tales-by-hc-andersen/', 'https://librivox.org/our-island-story-part-2-by-he-marshall/', 'https://librivox.org/absolute-surrender-by-andrew-murray/', 'https://librivox.org/the-pilgrims-progress-by-john-bunyan/']"
609,Utilitarianism,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
610,Short Poetry Collection 021,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman-2/']"
611,Romantic Poetry Collection 001,"['https://librivox.org/romantic-poetry-001/', 'https://librivox.org/love-letter-collection-2008-by-various/', 'https://librivox.org/cupids-darts-which-are-a-growing-menace-to-the-public-by-anonymous/', 'https://librivox.org/poetry-of-st-john-of-the-cross-by-saint-john-of-the-cross/', 'https://librivox.org/harpers-young-people-vol-01-issue-15-by-various/']"
612,Phantom-Wooer,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
613,Clue of the Twisted Candle,"['https://librivox.org/the-middle-temple-murder-by-js-fletcher/', 'https://librivox.org/the-man-who-was-thursday-a-nightmare-by-gk-chesterton/', 'https://librivox.org/the-moonstone-by-wilkie-collins/', 'https://librivox.org/fenimore-coopers-literary-offenses-by-mark-twain/', 'https://librivox.org/the-librivox-nanowrimo-novel-2006/']"
614,Leviathan (Books I and II),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
615,Life And Adventures Of Nicholas Nickleby,"['https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/the-man-who-knew-too-much-by-g-k-chesterton/', 'https://librivox.org/five-little-peppers-and-how-they-grew-by-margaret-sidney/', 'https://librivox.org/glugs-of-gosh-by-c-j-dennis/', 'https://librivox.org/little-women-by-louisa-may-alcott/']"
616,"Winesburg, Ohio","['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/beowulf/']"
617,Greenmantle,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
618,Who Was Who: 5000 BC - 1914 Biographical Dictionary of the Famous and Those Who Wanted to Be,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
619,O Pioneers!,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/']"
620,Circular Staircase,"['https://librivox.org/daddy-long-legs-by-jean-webster/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/love-conquers-all-by-robert-benchley/', 'https://librivox.org/dorothy-and-the-wizard-in-oz-by-l-frank-baum/', 'https://librivox.org/silas-marner-by-george-eliot/']"
621,Heavenly Life,"['https://librivox.org/the-velveteen-rabbit-by-margery-williams/', 'https://librivox.org/god-and-the-state-by-mikhail-bakunin/', 'https://librivox.org/faust-part-1-by-johann-wolfgang-von-goethe/', 'https://librivox.org/the-heavenly-life-by-james-allen/', 'https://librivox.org/robinson-crusoe-in-words-of-one-syllable-by-mary-godolphin/']"
622,Story of My Life,"['https://librivox.org/the-story-of-my-life-by-helen-keller/', 'https://librivox.org/memoirs-of-jacques-casanova-vol-1-by-giacomo-casanova/', 'https://librivox.org/new-discoveries-at-jamestown-by-john-l-cotter-and-paul-j-hudson/', 'https://librivox.org/the-wings-of-the-dove-by-henry-james/', 'https://librivox.org/the-film-mystery-by-arthur-b-reeve/']"
623,Beasts and Super-Beasts,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
624,History of the Decline and Fall of the Roman Empire Vol. II,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/mother-goose-in-prose-by-l-frank-baum/']"
625,Portrait of the Artist as a Young Man,"['https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/the-amateur-cracksman-by-ew-hornung/', 'https://librivox.org/secret-chambers-and-hiding-places-by-allan-fea', 'https://librivox.org/sadhana-by-rabindranath-tagore/']"
626,Leaves of Grass,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
627,Favourite Chapters Collection 001,"['https://librivox.org/the-canterville-ghost-by-oscar-wilde/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/']"
628,Short Poetry Collection 022,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/o-captain-my-captain-by-walt-whitman-2/']"
629,Misérables Vol. 1,"['https://librivox.org/psmith-in-the-city-by-pg-wodehouse/', 'https://librivox.org/early-spring-by-fay-inchfawn/', 'https://librivox.org/les-miserables-vol-1-by-victor-hugo/', 'https://librivox.org/just-david-by-eleanor-h-porter/', 'https://librivox.org/les-miserables-volume-02-by-victor-hugo/']"
630,Insomnia Collection Vol. 001,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
631,Short Story Collection Vol. 010,"['https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/present-at-a-hanging-by-ambrose-bierce/', 'https://librivox.org/short-story-collection-006/']"
632,Sonnet 43,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
633,Familiar Letters on Chemistry,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
634,Concerning Virgins,"['https://librivox.org/dear-enemy-by-jean-webster/', 'https://librivox.org/the-gods-of-mars-by-edgar-rice-burroughs/', 'https://librivox.org/dialogue-between-a-methodist-and-a-churchman-by-william-law/', 'https://librivox.org/confessions-by-saint-augustine-of-hippo/', 'https://librivox.org/concerning-virgins-by-saint-ambrose/']"
635,Alice's Adventures in Wonderland (version 3),"['https://librivox.org/the-secret-garden-by-frances-hodgson-burnett/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
636,Hound of the Baskervilles,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
